,栏目,标题,作者,链接
2022-02-10,肝癌,广大肝胆肿瘤患者重大利好消息：国内首款钇「90Y」微球注射液获...,张琳,https://www.haodf.com/neirong/wenzhang/9388573364.html
2022-02-09,乳腺癌,穿刺活检会不会增加肿瘤转移风险,薛卫成,https://m.haodf.com/neirong/shipin/9388572603.html
2022-02-09,高血压,吃什么有助于降血压？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388572594.html
2022-02-09,腰椎间盘突出,为什么我的报告单显示很重，但是医生看过片子说问题不大？为什...,李维新,https://m.haodf.com/neirong/shipin/9388572475.html
2022-02-09,肺癌,肺癌治疗的另一种选择：“碘”亮生命的粒子,陆英杰,https://www.haodf.com/neirong/wenzhang/9388572355.html
2022-02-09,乳腺癌,我国乳腺癌高发人群，多在这两个年龄段,赵华栋,https://www.haodf.com/neirong/wenzhang/9388572213.html
2022-02-09,乳腺癌,乳腺癌术后患肢康复锻炼的方法及意义,赵华栋,https://www.haodf.com/neirong/wenzhang/9388572209.html
2022-02-09,腰椎间盘突出,腰椎间盘突出能不能做按摩？,郑帅,https://m.haodf.com/neirong/shipin/9388572197.html
2022-02-09,高血压,血压就高了一点点，必须吃降压药吗？,刘兴鹏,https://www.haodf.com/neirong/wenzhang/9388572119.html
2022-02-09,腰椎间盘突出,＃腰椎间盘突出 椎间盘水分丢失会出现哪些病理性变化？,廖博,https://m.haodf.com/neirong/shipin/9388571999.html
2022-02-09,肺癌,肺手术后早期基本康复过程,王永忠,https://www.haodf.com/neirong/wenzhang/9388571978.html
2022-02-09,肝癌,肝癌手术后复发的预防和治疗,肖震宇,https://www.haodf.com/neirong/wenzhang/9388571937.html
2022-02-09,高血压,降压药配伍像盒饭，荤素要搭配！ ＃程医生说句心里话,程蕾蕾,https://m.haodf.com/neirong/shipin/9388571574.html
2022-02-08,腰椎间盘突出,腰椎间盘突出症，能「根治」么？,李政,https://www.haodf.com/neirong/wenzhang/9388571362.html
2022-02-08,腰椎间盘突出,腰椎间盘突出，这些动作最好不要做！,李政,https://www.haodf.com/neirong/wenzhang/9388571354.html
2022-02-08,腰椎间盘突出,腰椎间盘突出症的手术治疗方案,梁大伟,https://www.haodf.com/neirong/wenzhang/9388571337.html
2022-02-08,肺癌,肺癌的分期,王玉芳,https://www.haodf.com/neirong/wenzhang/9388571332.html
2022-02-08,乳腺癌,乳腺癌患者化疗前后要做哪些准备工作,赵华栋,https://www.haodf.com/neirong/wenzhang/9388570873.html
2022-02-08,乳腺癌,乳腺癌在手术期间要注意哪些事项,赵华栋,https://www.haodf.com/neirong/wenzhang/9388570865.html
2022-02-08,乳腺癌,乳腺癌的新辅助治疗效果好吗？,赵华栋,https://www.haodf.com/neirong/wenzhang/9388570861.html
2022-02-08,食道癌,消化道癌症如何复查？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388570789.html
2022-02-08,肝癌,肝癌患者怎么复查？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388570770.html
2022-02-08,乳腺癌,乳腺癌术后定期检查什么项目？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388570766.html
2022-02-08,腰椎间盘突出,每逢佳节胖三斤 体重对腰椎间盘的影响有多大你知道吗？,王作伟,https://m.haodf.com/neirong/shipin/9388570699.html
2022-02-08,肺癌,刘懿博士说肺癌（三三七亖）我对家属讲，不是所有肺癌都有法治...,刘懿,https://www.haodf.com/neirong/wenzhang/9388570674.html
2022-02-08,腰椎间盘突出,患者出现哪种情况需要做＃融合手术？,廖博,https://m.haodf.com/neirong/shipin/9388570635.html
2022-02-08,肺癌,肺癌术前胸部CT的用途是什么？,王永忠,https://www.haodf.com/neirong/wenzhang/9388570619.html
2022-02-08,腰椎间盘突出,拍了X光片又让拍CT，拍完又要磁共振，是不是重复检查？每个检查...,李维新,https://m.haodf.com/neirong/shipin/9388570470.html
2022-02-08,肺癌,按病期划分的肺癌的标准外科为主治疗方式有哪些？,王永忠,https://www.haodf.com/neirong/wenzhang/9388570223.html
2022-02-08,乳腺癌,乳腺癌根治术后1-3个淋巴结转移需要放疗吗？,陈忠杰,https://www.haodf.com/neirong/wenzhang/9388570044.html
2022-02-07,高血压,哪些人的高血压可以治愈？而且单纯降压很危险！,任卫东,https://www.haodf.com/neirong/wenzhang/9388569862.html
2022-02-07,肺癌,刘懿博士说肺癌（三三六九）56岁男子憋气，没想到大量胸水考虑...,刘懿,https://www.haodf.com/neirong/wenzhang/9388569671.html
2022-02-07,腰椎间盘突出,拍了X光片又让拍CT，拍完又要磁共振，是不是重复检查？每个检查...,李维新,https://m.haodf.com/neirong/shipin/9388569626.html
2022-02-07,肺癌,筛查肺癌，可以做哪些检查？,闾夏轶,https://m.haodf.com/neirong/shipin/9388569439.html
2022-02-07,甲亢,甲亢病友日常生活中的注意事项,谷君,https://www.haodf.com/neirong/wenzhang/9388569066.html
2022-02-07,肺癌,刘懿博士说肺癌（三三六七）肺癌患者小区有个次密接，过两天再...,刘懿,https://www.haodf.com/neirong/wenzhang/9388568949.html
2022-02-07,腰椎间盘突出,腰椎间盘突出（症）精准治疗三个必备要求,童国海,https://www.haodf.com/neirong/wenzhang/9388568836.html
2022-02-07,肺癌,普通人体检筛查肺癌的几点误区，你一定要知道,张裔良,https://www.haodf.com/neirong/wenzhang/9388568611.html
2022-02-06,高血压,降血压要注意哪三个问题？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388568319.html
2022-02-06,腰椎间盘突出,腰椎间盘突出症居然不能睡硬板床？,王作伟,https://www.haodf.com/neirong/wenzhang/9388568157.html
2022-02-06,肝癌,得了肝癌，如何选择合适的诊疗方式？,张鹰,https://www.haodf.com/neirong/wenzhang/9388567256.html
2022-02-05,肺癌,中国抗癌协会2022年癌症防治十大建议,张临友,https://www.haodf.com/neirong/wenzhang/9388567170.html
2022-02-05,乙肝,乙肝抗病毒治疗目标和停药指征,徐钰源,https://www.haodf.com/neirong/wenzhang/9388566967.html
2022-02-05,甲亢,甲亢会遗传吗？,孙香兰,https://m.haodf.com/neirong/shipin/9388566636.html
2022-02-05,颈椎病,你的颈腰椎还好吗？别忽视这个身体发出的“求救信号”！,李政,https://www.haodf.com/neirong/wenzhang/9388566630.html
2022-02-05,腰椎间盘突出,腰椎间盘突出手术的两个条件！,郑帅,https://m.haodf.com/neirong/shipin/9388566571.html
2022-02-05,乳腺癌,【科普】补充维生素D能预防乳腺癌？,吕鹏威,https://www.haodf.com/neirong/wenzhang/9388566562.html
2022-02-05,肺癌,刘懿博士说肺癌（三三五六）切除肺结节，每天吃的药对手术有影...,刘懿,https://www.haodf.com/neirong/wenzhang/9388566382.html
2022-02-05,乳腺癌,韦医生好，新辅助和直接手术哪个更好？二者有什么区别？,韦薇,https://m.haodf.com/neirong/shipin/9388566159.html
2022-02-05,肺癌,肿瘤患者该如何“吃”？,张临友,https://www.haodf.com/neirong/wenzhang/9388566117.html
2022-02-04,肺癌,刘懿博士说肺癌（三三五五）腰疼好久了，和肺磨玻璃结节有关么...,刘懿,https://www.haodf.com/neirong/wenzhang/9388565854.html
2022-02-04,高血压,高血压降到140/90 mmHg以下就够了吗？,任卫东,https://www.haodf.com/neirong/wenzhang/9388565592.html
2022-02-04,高血压,高血压病人如何做到少吃盐？,任卫东,https://www.haodf.com/neirong/wenzhang/9388565586.html
2022-02-04,腰椎间盘突出,脚痛脚麻很有可能是腰椎间盘突出引起的！,郑帅,https://m.haodf.com/neirong/shipin/9388565551.html
2022-02-04,乙肝,【科普】乙肝抗病毒药物究竟要服用多久?,陆朝阳,https://www.haodf.com/neirong/wenzhang/9388565483.html
2022-02-04,肺癌,刘懿博士说肺癌（三三五一）世界癌症日遇初亖，这种肺癌并不可...,刘懿,https://www.haodf.com/neirong/wenzhang/9388565263.html
2022-02-03,冠心病,冠心病者能不能泡脚？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388564416.html
2022-02-03,腰椎间盘突出,腰椎间盘突出的几种表现,廖博,https://m.haodf.com/neirong/shipin/9388564265.html
2022-02-03,肺癌,免疫治疗可以给部分不可切除的局部晚期肺癌带来手术机会,谢冬,https://www.haodf.com/neirong/wenzhang/9388564234.html
2022-02-03,腰椎间盘突出,春晚小品喜上加喜中的腰椎塌陷，在什么情况下会发生？腰椎患者...,王作伟,https://m.haodf.com/neirong/shipin/9388564112.html
2022-02-03,肺癌,从不吸烟也患肺癌？——肺癌和基因,余振,https://www.haodf.com/neirong/wenzhang/9388563966.html
2022-02-03,乳腺癌,乳腺癌21基因检测和70基因检测是什么东东,吴耀禄,https://www.haodf.com/neirong/wenzhang/9388563859.html
2022-02-02,乳腺结节,一分钟读懂乳腺超声报告,张华伟,https://m.haodf.com/neirong/shipin/9388563791.html
2022-02-02,乳腺癌,中医能治乳腺癌吗？,蔡琳琳,https://m.haodf.com/neirong/shipin/9388563741.html
2022-02-02,医疗健康,李主任您好，请问灵芝可以治疗和预防冠状动脉粥样硬化吗？能缩...,李明洲,https://m.haodf.com/neirong/shipin/9388563582.html
2022-02-02,肺癌,刘懿博士说肺癌（三三亖三）薄壁空腔有肺癌可能，要和肺大泡鉴...,刘懿,https://www.haodf.com/neirong/wenzhang/9388563358.html
2022-02-02,腰椎间盘突出,脊柱神经外科体格检查直腿抬高阳性试验说明什么情况？,王作伟,https://www.haodf.com/neirong/wenzhang/9388563331.html
2022-02-02,腰椎间盘突出,腰椎间盘突出，自我康复疗法（一）,于彬,https://m.haodf.com/neirong/shipin/9388563111.html
2022-02-01,肺癌,刘懿博士说肺癌（三三三八）三年没查的肺结节增大，年后过来住...,刘懿,https://www.haodf.com/neirong/wenzhang/9388562564.html
2022-02-01,肺癌,刘懿博士说肺癌（三三三七）肺结节在观察期，能喝点酒么？,刘懿,https://www.haodf.com/neirong/wenzhang/9388562458.html
2022-02-01,乳腺癌,乳腺癌患者如何平安过春节,赵华栋,https://www.haodf.com/neirong/wenzhang/9388562347.html
2022-02-01,乳腺癌,乳腺癌早期会疼吗,赵华栋,https://www.haodf.com/neirong/wenzhang/9388562345.html
2022-02-01,糖尿病,哪些药物饮酒也致死！春节假期温馨提醒,张旭敏,https://www.haodf.com/neirong/wenzhang/9388562182.html
2022-02-01,乳腺癌,致术后即将或刚刚出院的乳腺癌患者朋友们,刘崇,https://www.haodf.com/neirong/wenzhang/9388562170.html
2022-01-31,肺癌,刘懿博士说肺癌（三三三二）除夕一早让我看报告，考虑肺癌且不...,刘懿,https://www.haodf.com/neirong/wenzhang/9388561777.html
2022-01-31,肺癌,刘懿博士说肺癌（三三三一）肺癌家属住河北区非管控区，能来门...,刘懿,https://www.haodf.com/neirong/wenzhang/9388561751.html
2022-01-30,脑出血,怎样预防脑卒中？,李业生,https://www.haodf.com/neirong/wenzhang/9388561115.html
2022-01-30,肺癌,刘懿博士说肺癌（三三二九）早期肺癌术后家属崩溃，中晚期家属...,刘懿,https://www.haodf.com/neirong/wenzhang/9388560951.html
2022-01-30,腰椎间盘突出,硬板床真的是护腰诀窍吗？硬板床≠硬床板！,王作伟,https://m.haodf.com/neirong/shipin/9388560625.html
2022-01-30,胆结石,胆石复发原因及如何预防02,赵刚,https://www.haodf.com/neirong/wenzhang/9388560546.html
2022-01-30,肺癌,为什么肺癌术后出现了刺激性咳嗽？,王永忠,https://www.haodf.com/neirong/wenzhang/9388560531.html
2022-01-29,乳腺癌,乳腺癌患者在治疗时应该吃什么,赵华栋,https://www.haodf.com/neirong/wenzhang/9388560454.html
2022-01-29,乳腺癌,乳腺癌治疗后出现这些情况警惕转移,赵华栋,https://www.haodf.com/neirong/wenzhang/9388560450.html
2022-01-29,乳腺癌,乳腺癌术后能活多长时间？还要看这几点,赵华栋,https://www.haodf.com/neirong/wenzhang/9388560447.html
2022-01-29,肺癌,非小细胞肺癌术后随访中国胸外科专家共识,付圣灵,https://www.haodf.com/neirong/wenzhang/9388560445.html
2022-01-29,肺癌,哪些肺癌患者术后容易复发？不听话的！,张鹏,https://www.haodf.com/neirong/wenzhang/9388560084.html
2022-01-29,高血压,如何进行家庭自测血压？,张宁汝,https://www.haodf.com/neirong/wenzhang/9388560053.html
2022-01-29,高血压,为什么要坚持家庭自测血压？,张宁汝,https://www.haodf.com/neirong/wenzhang/9388560031.html
2022-01-29,甲亢,甲状腺疾病患者该怎样用碘？,陶少平,https://www.haodf.com/neirong/wenzhang/9388559659.html
2022-01-29,肺癌,免疫治疗会引起甲状腺功能障碍吗？怎么办？,何义富,https://www.haodf.com/neirong/wenzhang/9388559454.html
2022-01-28,乳腺癌,乳腺癌患者接种新冠疫苗的十五个疑虑？,许晨晖,https://www.haodf.com/neirong/wenzhang/9388559397.html
2022-01-28,肝病,发现肝脏结节怎么办,薛建锋,https://m.haodf.com/neirong/shipin/9388559312.html
2022-01-28,肝癌,肝脏发现结节，一定意味着肝癌吗？临床上有哪些鉴别手段？,陈小兵,https://www.haodf.com/neirong/wenzhang/9388558901.html
2022-01-28,肺癌,刘懿博士说肺癌（三三二〇）肺癌吃靶向药病情没加重，可以年后...,刘懿,https://www.haodf.com/neirong/wenzhang/9388558825.html
2022-01-28,甲亢,甲亢症状，男女有别,许峥嵘,https://www.haodf.com/neirong/wenzhang/9388558824.html
2022-01-28,肺癌,刘懿博士说肺癌（三三一九）肺癌术后有MET突变，吃靶向药辅助行...,刘懿,https://www.haodf.com/neirong/wenzhang/9388558763.html
2022-01-28,乳腺癌,乳腺术后哪些病人需要放疗？,王永坤,https://www.haodf.com/neirong/wenzhang/9388558749.html
2022-01-28,胃癌,腌腊食品怎样吃才健康？,韩俊毅,https://www.haodf.com/neirong/wenzhang/9388558546.html
2022-01-28,胃癌,2021胃癌诊治研究进展,朱志,https://www.haodf.com/neirong/wenzhang/9388558543.html
2022-01-28,骨折,为什么说髋部骨折是人生最后一次骨折？,石晶晟,https://m.haodf.com/neirong/shipin/9388558407.html
2022-01-28,冠心病,冠心病预防要从青少年抓起！ ＃程医生说句心里话,程蕾蕾,https://m.haodf.com/neirong/shipin/9388558335.html
2022-01-28,冠心病,吃撑了胸口痛？当心冠心病！ ＃程医生说句心里话,程蕾蕾,https://m.haodf.com/neirong/shipin/9388558331.html
2022-01-28,肝病,慢性肝病，肝內结节，怕有癌变怎么办？,李鹏,https://www.haodf.com/neirong/wenzhang/9388558273.html
2022-01-27,肺癌,肩膀疼居然查出肺癌，出现这种肩膀疼痛需警惕,胡洋,https://www.haodf.com/neirong/wenzhang/9388557962.html
2022-01-27,乳腺癌,浅谈乳腺癌的靶向治疗,刘俊,https://www.haodf.com/neirong/wenzhang/9388557554.html
2022-01-27,肺癌,关于肺癌的4个疑问，绝大多数人都搞不清楚，今天统统告诉你,钟代星,https://www.haodf.com/neirong/wenzhang/9388557339.html
2022-01-27,肺癌,晚期肺癌治与不治结果大不一样！,张临友,https://www.haodf.com/neirong/wenzhang/9388556594.html
2022-01-26,肺癌,局部晚期肺癌是什么？与晚期肺癌一样吗？,郭晓彤,https://www.haodf.com/neirong/wenzhang/9388556419.html
2022-01-26,肺癌,肺癌骨转移，这些你都了解吗？,郭晓彤,https://www.haodf.com/neirong/wenzhang/9388556415.html
2022-01-26,腰椎间盘突出,人工椎间盘是什么?什么样的患者可以换?,李维新,https://www.haodf.com/neirong/wenzhang/9388556376.html
2022-01-26,肺癌,单孔胸腔镜亦可完成袖状切除术,王昊飞,https://www.haodf.com/neirong/wenzhang/9388556148.html
2022-01-26,高血压,高血压患者合并蛋白尿服用什么药物？,陈彦,https://www.haodf.com/neirong/wenzhang/9388555795.html
2022-01-26,高血压,长期服用ARBs降压药会增加患癌风险吗？,吴力,https://www.haodf.com/neirong/wenzhang/9388555670.html
2022-01-26,腰椎间盘突出,年轻的腰椎间盘突出患者早做微创手术就可以避免做“大”手术了...,王作伟,https://www.haodf.com/neirong/wenzhang/9388555542.html
2022-01-25,肝癌,得了肝癌该如何治疗？,郑亚新,https://m.haodf.com/neirong/shipin/9388555293.html
2022-01-25,肝癌,防肝炎以防肝癌,郑亚新,https://m.haodf.com/neirong/shipin/9388555287.html
2022-01-25,肺癌,不幸患上肺癌，该怎么切？,张鹏,https://www.haodf.com/neirong/wenzhang/9388555252.html
2022-01-25,腰椎间盘突出,疼痛科普,荣雪芹,https://www.haodf.com/neirong/wenzhang/9388555242.html
2022-01-25,食道癌,饮食与肿瘤的发生有什么关系？,贾钰华,https://www.haodf.com/neirong/wenzhang/9388555011.html
